date time,flight time,phase_no,take off switch,altitude,static pressure,ground speed,ind. air speed,oat,n1 1,n2 1,nr,torque 1,tot 1,oil pressure 1,oil temp. 1,fuel flow,fuel vol.,power
1800-01-05 23:13:02,0.0,-1,0,62.0,1010.5,0.0,0,30,0.0,0,0,2.3,30,0.0,28,58.2,247,22.61
1800-01-05 23:13:04,2.0,-1,0,61.0,1010.6,0.0,0,30,0.2,0,0,2.3,30,0.0,28,48.2,246,
1800-01-05 23:13:06,4.0,1,0,60.0,1010.6,0.0,0,30,5.2,0,0,2.3,30,0.0,28,33.1,235,
1800-01-05 23:13:08,6.0,1,0,59.0,1010.6,0.0,0,30,10.3,0,0,2.3,80,0.0,28,23.9,227,
1800-01-05 23:13:10,8.0,1,0,58.0,1010.6,0.0,0,30,14.2,0,0,2.3,231,0.1,28,21.3,227,
1800-01-05 23:13:12,10.0,1,0,57.0,1010.6,0.0,0,30,18.2,0,0,2.3,473,0.4,28,21.3,229,15.41
1800-01-05 23:13:14,12.0,1,0,57.0,1010.6,0.0,0,30,21.4,0,0,2.3,573,0.6,28,22.0,234,
1800-01-05 23:13:16,14.0,1,0,57.0,1010.6,0.0,0,30,24.4,3,0,2.3,591,0.8,28,23.2,238,
1800-01-05 23:13:18,16.0,1,0,56.0,1010.5,0.0,0,30,26.9,12,0,2.3,593,0.9,28,25.1,241,
1800-01-05 23:13:20,18.0,1,0,56.0,1010.6,0.0,0,30,29.4,17,0,2.3,596,1.0,28,26.2,243,
1800-01-05 23:13:22,20.0,1,0,55.0,1010.6,0.0,0,30,31.7,23,15,2.3,594,1.2,28,27.8,244,16.74
1800-01-05 23:13:24,22.0,1,0,56.0,1010.6,0.0,0,30,34.0,29,25,2.3,591,1.3,28,29.1,245,
1800-01-05 23:13:26,24.0,1,0,57.0,1010.6,0.0,0,30,36.1,36,31,2.3,591,1.5,28,31.1,245,
1800-01-05 23:13:28,26.0,1,0,57.0,1010.5,0.0,0,30,38.4,44,39,2.3,593,1.6,28,33.4,246,
1800-01-05 23:13:30,28.0,1,0,57.0,1010.6,0.0,0,30,40.8,52,47,2.3,591,1.8,28,35.0,246,
1800-01-05 23:13:32,30.0,1,0,59.0,1010.6,0.0,0,30,43.5,61,57,2.3,587,2.0,28,37.0,246,17.7
1800-01-05 23:13:34,32.0,1,0,61.0,1010.6,0.0,0,30,46.7,73,68,2.3,587,2.2,28,41.4,246,
1800-01-05 23:13:36,34.0,1,0,63.0,1010.5,0.0,0,30,49.9,87,81,2.3,593,2.4,28,42.7,246,
1800-01-05 23:13:38,36.0,1,0,64.0,1010.6,0.0,0,30,53.1,102,96,8.9,602,2.7,28,46.6,246,
1800-01-05 23:13:40,38.0,1,0,65.0,1010.6,0.0,0,30,56.3,118,112,17.3,599,3.0,28,48.7,246,
1800-01-05 23:13:42,40.0,1,0,65.0,1010.6,0.0,0,30,59.5,136,130,18.3,592,3.2,28,52.2,246,25.11
1800-01-05 23:13:44,42.0,1,0,66.0,1010.6,0.0,0,30,64.0,156,150,22.0,595,3.5,28,58.6,246,
1800-01-05 23:13:46,44.0,1,0,67.0,1010.7,0.0,0,30,67.7,182,174,22.8,575,4.1,28,56.4,246,
1800-01-05 23:13:48,46.0,2,0,67.0,1010.8,0.0,0,30,67.8,204,199,20.9,544,4.2,28,56.2,246,
1800-01-05 23:13:50,48.0,2,0,68.0,1010.7,0.0,0,30,67.8,217,214,19.0,542,4.1,28,56.4,246,
1800-01-05 23:13:52,50.0,2,0,68.0,1010.7,0.0,0,30,67.8,228,225,18.2,544,4.1,28,55.9,246,25.6
1800-01-05 23:13:54,52.0,2,0,68.0,1010.7,0.0,0,30,67.9,237,235,17.4,545,4.0,29,55.7,246,
1800-01-05 23:13:56,54.0,2,0,67.0,1010.8,0.0,0,30,67.8,245,242,16.7,545,4.0,29,55.9,246,
1800-01-05 23:13:58,56.0,2,0,67.0,1010.6,0.0,0,30,67.9,250,248,16.4,547,4.0,29,55.4,246,
1800-01-05 23:14:00,58.0,2,0,67.0,1010.7,0.0,0,31,67.9,255,253,15.9,547,3.9,29,55.6,246,
1800-01-05 23:14:02,60.0,2,0,66.0,1010.7,0.0,0,31,67.8,258,257,15.8,548,3.9,30,55.7,246,26.84
1800-01-05 23:14:04,62.0,2,0,64.0,1010.6,0.0,0,31,67.9,261,260,15.7,549,3.8,30,55.7,246,
1800-01-05 23:14:06,64.0,2,0,63.0,1010.7,0.0,0,31,67.9,263,262,15.5,549,3.8,31,55.4,246,
1800-01-05 23:14:08,66.0,2,0,62.0,1010.7,0.0,0,31,67.9,264,263,15.4,549,3.8,31,55.2,246,
1800-01-05 23:14:10,68.0,2,0,61.0,1010.7,2.0,0,31,67.9,265,264,15.3,550,3.7,31,54.9,246,
1800-01-05 23:14:12,70.0,2,0,61.0,1010.7,0.0,0,31,67.9,265,265,15.1,550,3.7,32,54.9,246,25.82
1800-01-05 23:14:14,72.0,2,0,61.0,1010.8,0.0,0,31,67.9,266,265,15.5,550,3.7,32,55.2,246,
1800-01-05 23:14:16,74.0,2,0,61.0,1010.8,2.0,0,31,67.8,266,266,15.0,549,3.7,32,55.3,246,
1800-01-05 23:14:18,76.0,2,0,61.0,1010.8,0.0,0,31,67.9,266,266,15.0,551,3.6,32,55.0,246,
1800-01-05 23:14:20,78.0,2,0,61.0,1010.7,0.0,0,31,67.9,266,266,14.9,552,3.6,33,55.3,246,
1800-01-05 23:14:22,80.0,2,0,60.0,1010.7,0.0,0,32,67.8,267,266,14.9,551,3.6,33,55.4,246,25.81
1800-01-05 23:14:24,82.0,2,0,60.0,1010.7,0.0,0,32,67.9,267,266,15.0,553,3.6,33,55.0,246,
1800-01-05 23:14:26,84.0,2,0,60.0,1010.8,0.0,0,32,67.9,267,267,14.9,554,3.6,34,55.2,246,
1800-01-05 23:14:28,86.0,2,0,60.0,1010.7,0.0,0,32,67.9,267,267,14.8,552,3.5,34,55.0,245,
1800-01-05 23:14:30,88.0,2,0,59.0,1010.7,0.0,0,32,67.8,268,267,14.8,553,3.5,34,55.3,245,
1800-01-05 23:14:32,90.0,2,0,59.0,1010.8,0.0,0,32,67.8,268,267,14.7,552,3.5,35,54.7,245,24.76
1800-01-05 23:14:34,92.0,2,0,60.0,1010.7,0.0,0,32,67.9,268,267,15.0,551,3.5,35,55.0,245,
1800-01-05 23:14:36,94.0,2,0,60.0,1010.6,0.0,0,32,67.9,268,268,14.8,548,3.5,35,54.5,245,
1800-01-05 23:14:38,96.0,2,0,61.0,1010.8,0.0,0,32,67.8,268,268,14.6,548,3.4,36,54.7,245,
1800-01-05 23:14:40,98.0,2,0,61.0,1010.8,2.0,0,32,67.8,268,268,14.9,548,3.4,36,54.9,245,
1800-01-05 23:14:42,100.0,2,0,61.0,1010.7,0.0,0,32,67.9,268,268,15.0,550,3.4,36,55.2,245,25.84
1800-01-05 23:14:44,102.0,2,0,60.0,1010.8,0.0,0,32,67.9,269,268,15.0,549,3.4,37,55.0,245,
1800-01-05 23:14:46,104.0,2,0,60.0,1010.7,0.0,0,32,67.9,269,268,14.9,550,3.4,37,54.7,245,
1800-01-05 23:14:48,106.0,2,0,61.0,1010.8,0.0,0,32,67.9,268,268,14.8,550,3.4,37,54.7,245,
1800-01-05 23:14:50,108.0,2,0,61.0,1010.8,0.0,0,32,67.8,268,268,14.9,550,3.4,38,55.2,245,
1800-01-05 23:14:52,110.0,2,0,61.0,1010.8,0.0,0,32,67.9,269,268,14.7,549,3.3,38,54.3,245,25.46
1800-01-05 23:14:54,112.0,2,0,60.0,1010.9,0.0,0,32,67.8,268,268,14.7,549,3.3,38,54.5,245,
1800-01-05 23:14:56,114.0,2,0,60.0,1010.8,0.0,0,32,67.9,268,268,14.7,548,3.3,39,54.7,245,
1800-01-05 23:14:58,116.0,2,0,60.0,1010.8,0.0,0,32,67.8,268,268,14.7,547,3.3,39,54.7,245,
1800-01-05 23:15:00,118.0,2,0,59.0,1010.9,0.0,0,32,67.9,269,268,14.7,549,3.3,39,54.5,245,
1800-01-05 23:15:02,120.0,2,0,60.0,1010.9,0.0,0,32,67.9,269,268,14.8,549,3.3,40,54.5,245,24.56
