date time,flight time,phase_no,take off switch,altitude,static pressure,ground speed,ind. air speed,oat,n1 1,n2 1,nr,torque 1,tot 1,oil pressure 1,oil temp. 1,fuel flow,fuel vol.,power
1802-01-26 12:18:16,0.0,-1,0,34.0,1015.1,0.0,0,28,0.0,0,0,1.0,100,0.0,52,57.2,218,20.64
1802-01-26 12:18:18,2.0,-1,0,34.0,1015.1,0.0,0,28,0.0,0,0,1.0,100,0.0,52,54.3,218,
1802-01-26 12:18:20,4.0,1,0,35.0,1015.1,0.0,0,28,3.0,0,0,1.0,99,0.0,52,33.0,211,
1802-01-26 12:18:22,6.0,1,0,35.0,1015.1,0.0,0,28,8.1,0,0,1.0,113,0.0,52,28.0,208,
1802-01-26 12:18:24,8.0,1,0,35.0,1015.1,0.0,0,28,12.6,0,0,1.0,282,0.0,52,19.3,208,
1802-01-26 12:18:26,10.0,1,0,34.0,1015.1,0.0,0,28,17.1,0,0,1.0,568,0.0,52,13.7,210,14.85
1802-01-26 12:18:28,12.0,1,0,34.0,1015.2,0.0,0,28,20.1,0,0,1.0,627,0.2,53,12.6,212,
1802-01-26 12:18:30,14.0,1,0,34.0,1015.1,0.0,0,28,23.2,0,0,1.0,627,0.3,54,15.5,214,
1802-01-26 12:18:32,16.0,1,0,33.0,1015.1,0.0,0,28,26.5,10,0,1.0,645,0.4,54,19.5,215,
1802-01-26 12:18:34,18.0,1,0,33.0,1015.2,0.0,0,28,29.9,15,0,1.0,659,0.5,55,21.2,216,
1802-01-26 12:18:36,20.0,1,0,34.0,1015.2,0.0,0,28,33.0,23,12,1.0,651,0.7,55,22.9,217,16.42
1802-01-26 12:18:38,22.0,1,0,34.0,1015.2,0.0,0,28,36.5,31,25,1.0,639,0.8,56,25.6,217,
1802-01-26 12:18:40,24.0,1,0,33.0,1015.2,0.0,0,28,40.4,42,35,1.0,637,0.9,57,29.8,217,
1802-01-26 12:18:42,26.0,1,0,33.0,1015.2,0.0,0,28,45.2,57,49,1.0,632,1.1,57,34.8,217,
1802-01-26 12:18:44,28.0,1,0,33.0,1015.2,0.0,0,28,50.8,75,67,1.0,630,1.4,57,40.5,217,
1802-01-26 12:18:46,30.0,1,0,33.0,1015.2,0.0,0,28,56.7,95,87,3.9,628,1.7,58,45.9,218,22.62
1802-01-26 12:18:48,32.0,1,0,34.0,1015.2,0.0,0,28,62.5,119,110,20.4,600,2.0,58,49.9,218,
1802-01-26 12:18:50,34.0,1,0,34.0,1015.2,0.0,0,28,65.6,148,139,21.5,552,2.3,59,53.4,218,
1802-01-26 12:18:52,36.0,2,0,33.0,1015.2,2.0,0,28,67.8,177,168,20.8,526,2.5,59,51.3,218,
1802-01-26 12:18:54,38.0,2,0,33.0,1015.1,0.0,0,28,67.7,200,195,18.8,505,2.5,60,52.0,218,
1802-01-26 12:18:56,40.0,2,0,34.0,1015.2,0.0,0,29,67.8,215,211,17.0,504,2.5,60,52.2,218,24.61
1802-01-26 12:18:58,42.0,2,0,34.0,1015.2,0.0,0,29,67.8,226,223,16.0,507,2.5,61,52.3,218,
1802-01-26 12:19:00,44.0,2,0,34.0,1015.1,0.0,0,29,67.9,235,233,15.2,510,2.5,61,52.2,218,
1802-01-26 12:19:02,46.0,2,0,35.0,1015.2,0.0,0,29,67.9,243,241,14.2,511,2.5,62,51.7,218,
1802-01-26 12:19:04,48.0,2,0,35.0,1015.2,0.0,0,29,67.9,249,247,13.9,511,2.4,62,51.7,218,
1802-01-26 12:19:06,50.0,2,0,34.0,1015.2,0.0,0,29,67.9,253,252,13.4,509,2.4,63,50.9,218,24.64
1802-01-26 12:19:08,52.0,2,0,34.0,1015.2,0.0,0,29,67.9,256,255,13.3,508,2.4,63,51.4,218,
1802-01-26 12:19:10,54.0,2,0,34.0,1015.2,0.0,0,29,67.9,258,257,13.4,509,2.4,64,51.8,217,
1802-01-26 12:19:12,56.0,2,0,34.0,1015.2,2.0,0,29,67.8,260,259,13.1,510,2.4,65,51.3,217,
1802-01-26 12:19:14,58.0,2,0,33.0,1015.2,2.0,0,29,67.8,261,260,13.2,510,2.4,65,52.2,217,
1802-01-26 12:19:16,60.0,2,0,32.0,1015.2,2.0,0,29,67.8,262,261,13.0,512,2.4,65,51.7,217,24.77
1802-01-26 12:19:18,62.0,2,0,31.0,1015.2,0.0,0,29,67.9,263,262,13.0,513,2.4,66,52.1,217,
1802-01-26 12:19:20,64.0,2,0,31.0,1015.2,0.0,0,29,67.9,263,263,12.9,515,2.4,66,51.8,217,
1802-01-26 12:19:22,66.0,2,0,31.0,1015.2,0.0,0,29,67.9,264,263,12.9,514,2.4,67,52.0,217,
1802-01-26 12:19:24,68.0,2,0,31.0,1015.1,0.0,0,29,67.8,264,264,12.5,511,2.3,67,50.5,217,
1802-01-26 12:19:26,70.0,2,0,31.0,1015.1,0.0,0,29,67.8,263,263,12.6,509,2.3,68,51.2,217,24.8
1802-01-26 12:19:28,72.0,2,0,32.0,1015.1,2.0,0,29,67.9,263,263,12.5,510,2.3,68,51.5,217,
1802-01-26 12:19:30,74.0,2,0,31.0,1015.2,4.0,0,29,67.9,263,263,12.7,512,2.3,68,51.0,217,
1802-01-26 12:19:32,76.0,2,0,31.0,1015.1,2.0,0,29,67.9,263,263,12.6,511,2.3,69,51.0,217,
1802-01-26 12:19:34,78.0,2,0,31.0,1015.2,2.0,0,29,67.9,264,263,12.7,511,2.3,69,50.9,217,
1802-01-26 12:19:36,80.0,2,0,32.0,1015.3,0.0,0,29,67.9,263,263,12.6,511,2.3,70,51.0,217,24.7
1802-01-26 12:19:38,82.0,2,0,32.0,1015.2,0.0,0,29,67.9,263,263,12.6,511,2.3,70,51.1,217,
1802-01-26 12:19:40,84.0,2,0,33.0,1015.3,0.0,0,29,67.9,264,263,12.7,511,2.3,70,52.2,217,
1802-01-26 12:19:42,86.0,2,0,33.0,1015.2,0.0,0,29,68.0,264,264,12.9,514,2.3,70,51.7,216,
1802-01-26 12:19:44,88.0,2,0,33.0,1015.2,0.0,0,29,67.9,264,264,12.8,513,2.3,71,52.0,216,
1802-01-26 12:19:46,90.0,2,0,32.0,1015.2,0.0,0,29,67.9,265,264,12.9,513,2.3,71,51.8,216,24.77
1802-01-26 12:19:48,92.0,2,0,32.0,1015.2,0.0,0,29,67.9,265,265,12.8,513,2.3,71,51.3,216,
1802-01-26 12:19:50,94.0,2,0,32.0,1015.2,0.0,0,29,67.8,265,264,12.7,512,2.3,72,52.0,216,
1802-01-26 12:19:52,96.0,3,0,32.0,1015.2,0.0,0,29,73.9,273,268,23.6,557,2.3,72,85.7,216,
