date time,flight time,phase_no,take off switch,altitude,static pressure,ground speed,ind. air speed,oat,n1 1,n2 1,nr,torque 1,tot 1,oil pressure 1,oil temp. 1,fuel flow,fuel vol.,power
1800-01-13 12:34:16,0.0,-1,1,71.0,1010.3,0.0,0,31,0.0,0,0,2.3,230,0.0,62,58.2,283,22.14
1800-01-13 12:34:18,2.0,-1,1,71.0,1010.2,0.0,0,31,0.0,0,0,2.3,230,0.0,62,51.7,283,
1800-01-13 12:34:20,4.0,1,1,72.0,1010.4,0.0,0,31,4.1,0,0,2.3,226,0.0,61,33.1,273,
1800-01-13 12:34:22,6.0,1,1,72.0,1010.3,0.0,0,31,9.5,0,0,2.3,240,0.0,62,29.0,262,
1800-01-13 12:34:24,8.0,1,1,72.0,1010.4,0.0,0,31,14.2,0,0,2.3,433,0.0,62,19.3,261,
1800-01-13 12:34:26,10.0,1,1,72.0,1010.4,0.0,0,31,18.5,0,0,2.3,613,0.2,62,13.5,263,15.95
1800-01-13 12:34:28,12.0,1,1,72.0,1010.4,0.0,0,31,21.5,0,0,2.3,626,0.3,63,15.4,268,
1800-01-13 12:34:30,14.0,1,1,72.0,1010.3,0.0,0,31,24.6,3,0,2.3,636,0.3,63,18.7,273,
1800-01-13 12:34:32,16.0,1,1,72.0,1010.4,0.0,0,31,27.9,11,0,2.3,650,0.4,64,21.4,276,
1800-01-13 12:34:34,18.0,1,1,72.0,1010.4,0.0,0,31,30.9,18,0,2.3,654,0.5,65,22.6,278,
1800-01-13 12:34:36,20.0,1,1,71.0,1010.4,0.0,0,31,33.9,25,19,2.3,646,0.6,65,24.4,279,17.24
1800-01-13 12:34:38,22.0,1,1,71.0,1010.4,0.0,0,31,36.7,34,28,2.3,640,0.7,66,27.0,280,
1800-01-13 12:34:40,24.0,1,1,70.0,1010.4,0.0,0,31,40.5,45,39,2.3,639,0.8,66,30.8,281,
1800-01-13 12:34:42,26.0,1,1,70.0,1010.4,0.0,0,31,44.6,59,52,2.3,639,1.0,66,34.9,282,
1800-01-13 12:34:44,28.0,1,1,69.0,1010.4,0.0,0,31,49.8,77,70,2.3,638,1.2,67,39.9,282,
1800-01-13 12:34:46,30.0,1,1,70.0,1010.4,0.0,0,31,55.5,97,89,4.7,645,1.4,67,45.3,282,23.54
1800-01-13 12:34:48,32.0,1,1,70.0,1010.4,0.0,0,31,61.5,119,111,18.9,635,1.7,68,49.0,282,
1800-01-13 12:34:50,34.0,1,1,69.0,1010.4,0.0,0,31,65.5,147,139,20.4,592,2.1,68,51.2,283,
1800-01-13 12:34:52,36.0,2,1,70.0,1010.4,0.0,0,31,67.7,176,168,19.9,565,2.3,69,51.3,283,
1800-01-13 12:34:54,38.0,2,1,71.0,1010.4,0.0,0,31,67.8,201,194,18.3,549,2.3,69,51.4,283,
