date time,flight time,phase_no,take off switch,altitude,static pressure,ground speed,ind. air speed,oat,n1 1,n2 1,nr,torque 1,tot 1,oil pressure 1,oil temp. 1,fuel flow,fuel vol.,power
1801-07-26 19:21:32,0.0,-1,0,37.0,1008.9,0.0,0,29,0.0,0,0,1.0,293,0.0,66,57.6,264,23.36
1801-07-26 19:21:34,2.0,-1,0,37.0,1008.9,0.0,0,29,0.0,0,0,1.0,292,0.0,66,57.7,264,
1801-07-26 19:21:36,4.0,1,0,37.0,1008.9,0.0,0,29,2.3,0,0,1.0,284,0.0,66,33.2,264,
1801-07-26 19:21:38,6.0,1,0,37.0,1008.9,0.0,0,29,8.2,0,0,1.0,261,0.0,66,32.2,264,
1801-07-26 19:21:40,8.0,1,0,37.0,1008.9,0.0,0,29,13.0,0,0,1.0,341,0.0,66,19.7,264,
1801-07-26 19:21:42,10.0,1,0,37.0,1008.8,0.0,0,29,17.4,0,0,1.0,554,0.1,66,14.6,264,17.66
1801-07-26 19:21:44,12.0,1,0,37.0,1008.9,0.0,0,29,20.8,0,0,1.0,631,0.2,66,12.9,264,
1801-07-26 19:21:46,14.0,1,0,37.0,1008.9,0.0,0,29,23.8,1,0,1.0,634,0.3,66,16.4,264,
1801-07-26 19:21:48,16.0,1,0,37.0,1008.9,0.0,0,29,27.1,10,0,1.0,651,0.4,66,20.2,264,
1801-07-26 19:21:50,18.0,1,0,37.0,1009.0,0.0,0,29,30.6,16,0,1.0,672,0.5,66,22.2,264,
1801-07-26 19:21:52,20.0,1,0,37.0,1008.9,0.0,0,29,33.9,24,14,1.0,672,0.6,66,24.4,264,18.79
1801-07-26 19:21:54,22.0,1,0,37.0,1009.0,0.0,0,29,37.8,34,27,1.0,666,0.7,65,28.0,264,
1801-07-26 19:21:56,24.0,1,0,37.0,1008.9,0.0,0,29,42.0,47,40,1.0,666,0.9,65,32.3,264,
1801-07-26 19:21:58,26.0,1,0,37.0,1008.9,0.0,0,29,47.8,65,57,1.0,664,1.1,66,37.6,264,
