date time,flight time,phase_no,take off switch,altitude,static pressure,ground speed,ind. air speed,oat,n1 1,n2 1,nr,torque 1,tot 1,oil pressure 1,oil temp. 1,fuel flow,fuel vol.,power
1801-06-20 11:16:27,0.0,-1,1,45.0,1012.1,0.0,0,22,0.0,0,0,1.0,23,0.0,19,58.6,209,22.22
1801-06-20 11:16:29,2.0,1,1,45.0,1012.0,0.0,0,22,1.3,0,0,1.0,23,0.0,19,39.3,204,
1801-06-20 11:16:31,4.0,1,1,45.0,1012.1,0.0,0,22,6.5,0,0,1.0,33,0.0,19,30.4,195,
1801-06-20 11:16:33,6.0,1,1,45.0,1012.0,0.0,0,22,10.6,0,0,1.0,88,0.0,19,20.1,193,
1801-06-20 11:16:35,8.0,1,1,46.0,1012.2,0.0,0,22,14.3,0,0,1.0,258,0.0,19,21.7,193,
1801-06-20 11:16:37,10.0,1,1,45.0,1012.0,0.0,0,22,17.7,0,0,1.0,495,0.5,19,21.0,195,22.23
1801-06-20 11:16:39,12.0,1,1,44.0,1012.0,0.0,0,22,20.7,0,0,1.0,575,0.8,19,20.6,198,
1801-06-20 11:16:41,14.0,1,1,44.0,1012.1,0.0,0,22,23.6,1,0,1.0,597,0.9,19,22.6,201,
1801-06-20 11:16:43,16.0,1,1,43.0,1012.2,0.0,0,22,26.5,9,0,1.0,606,1.1,19,24.6,204,
1801-06-20 11:16:45,18.0,1,1,42.0,1012.0,0.0,0,22,29.4,16,0,1.0,606,1.3,19,25.7,205,
1801-06-20 11:16:47,20.0,1,1,42.0,1012.1,0.0,0,22,32.1,21,0,1.0,599,1.5,19,28.0,206,22.4
1801-06-20 11:16:49,22.0,1,1,41.0,1012.1,0.0,0,22,34.8,28,21,1.0,595,1.7,19,30.0,207,
1801-06-20 11:16:51,24.0,1,1,41.0,1012.0,0.0,0,22,37.8,36,30,1.0,591,1.9,19,32.5,208,
1801-06-20 11:16:53,26.0,1,1,40.0,1012.1,0.0,0,22,41.2,45,39,1.0,585,2.1,19,34.5,208,
1801-06-20 11:16:55,28.0,1,1,40.0,1012.0,0.0,0,22,45.0,57,50,1.0,578,2.4,19,38.4,208,
1801-06-20 11:16:57,30.0,1,1,39.0,1012.0,0.0,0,22,49.1,72,64,1.0,578,2.7,19,42.1,208,22.35
1801-06-20 11:16:59,32.0,1,1,39.0,1012.1,0.0,0,22,54.2,90,82,1.2,585,3.1,19,46.4,208,
1801-06-20 11:17:01,34.0,1,1,39.0,1012.1,0.0,0,22,59.9,111,102,17.7,563,3.6,19,51.8,208,
1801-06-20 11:17:03,36.0,1,1,38.0,1012.1,0.0,0,22,64.7,137,126,24.5,529,4.2,19,53.0,208,
1801-06-20 11:17:05,38.0,2,1,38.0,1012.0,0.0,0,22,67.4,165,155,24.5,497,4.6,19,54.1,208,
1801-06-20 11:17:07,40.0,2,1,37.0,1012.1,0.0,0,22,67.8,191,183,22.2,474,4.7,19,53.8,209,23.25
1801-06-20 11:17:09,42.0,2,1,37.0,1012.2,0.0,0,22,67.7,207,202,21.0,476,4.7,19,55.0,209,
1801-06-20 11:17:11,44.0,2,1,38.0,1012.1,0.0,0,22,67.9,219,215,19.7,484,4.6,19,54.7,209,
1801-06-20 11:17:13,46.0,2,1,38.0,1012.1,0.0,0,22,67.9,229,226,18.8,488,4.5,19,54.9,209,
