date time,flight time,phase_no,take off switch,altitude,static pressure,ground speed,ind. air speed,oat,n1 1,n2 1,nr,torque 1,tot 1,oil pressure 1,oil temp. 1,fuel flow,fuel vol.,power
1802-02-07 21:00:09,0.0,-1,0,40.0,1010.3,0.0,0,29,0.0,0,0,1.0,76,0.0,51,57.6,88,22.1
1802-02-07 21:00:11,2.0,-1,0,40.0,1010.4,0.0,0,29,0.3,0,0,1.0,76,0.0,51,47.6,88,
1802-02-07 21:00:13,4.0,1,0,40.0,1010.4,0.0,0,29,4.7,0,0,1.0,76,0.0,51,32.9,84,
1802-02-07 21:00:15,6.0,1,0,40.0,1010.4,0.0,0,29,9.6,0,0,1.0,127,0.0,51,23.8,84,
1802-02-07 21:00:17,8.0,1,0,40.0,1010.4,0.0,0,29,13.8,0,0,1.0,357,0.0,51,19.0,84,
1802-02-07 21:00:19,10.0,1,0,43.0,1010.4,0.0,0,29,18.1,0,0,1.0,606,0.1,51,12.1,85,16.6
1802-02-07 21:00:21,12.0,1,0,44.0,1010.4,0.0,0,29,21.1,0,0,1.0,634,0.3,52,12.6,86,
1802-02-07 21:00:23,14.0,1,0,45.0,1010.5,0.0,0,29,24.0,2,0,1.0,634,0.4,53,16.0,87,
1802-02-07 21:00:25,16.0,1,0,47.0,1010.4,0.0,0,29,27.4,11,0,1.0,654,0.5,53,19.6,87,
1802-02-07 21:00:27,18.0,1,0,48.0,1010.4,0.0,0,29,30.7,17,0,1.0,665,0.6,53,21.2,87,
1802-02-07 21:00:29,20.0,1,0,48.0,1010.4,0.0,0,29,33.9,24,16,1.0,655,0.7,54,23.1,88,18.01
1802-02-07 21:00:31,22.0,1,0,49.0,1010.4,0.0,0,29,37.7,33,27,1.0,648,0.8,55,26.9,88,
1802-02-07 21:00:33,24.0,1,0,50.0,1010.4,0.0,0,29,41.8,46,38,1.0,646,1.0,55,31.2,88,
1802-02-07 21:00:35,26.0,1,0,50.0,1010.4,0.0,0,29,47.2,62,54,1.0,640,1.2,56,36.7,88,
1802-02-07 21:00:37,28.0,1,0,51.0,1010.4,0.0,0,29,53.2,82,73,1.0,642,1.5,56,42.4,88,
